name	taxonomy_id	taxonomy_lvl	119_S24.O.bracken_num	119_S24.O.bracken_frac	120_S25.O.bracken_num	120_S25.O.bracken_frac	140_S26.O.bracken_num	140_S26.O.bracken_frac	147_S27.O.bracken_num	147_S27.O.bracken_frac	177_S28.O.bracken_num	177_S28.O.bracken_frac	178_S29.O.bracken_num	178_S29.O.bracken_frac	179_S31.O.bracken_num	179_S31.O.bracken_frac	209_S30.O.bracken_num	209_S30.O.bracken_frac	214_S32.O.bracken_num	214_S32.O.bracken_frac	82_S21.O.bracken_num	82_S21.O.bracken_frac	88_S22.O.bracken_num	88_S22.O.bracken_frac	99_S23.O.bracken_num	99_S23.O.bracken_frac	BLB_S18.O.bracken_num	BLB_S18.O.bracken_frac	BLB_WG4.O.bracken_num	BLB_WG4.O.bracken_frac	BLR_S17.O.bracken_num	BLR_S17.O.bracken_frac	BLR_WG4.O.bracken_num	BLR_WG4.O.bracken_frac	BLS_S16.O.bracken_num	BLS_S16.O.bracken_frac	DC06_S1.O.bracken_num	DC06_S1.O.bracken_frac	DC10_S2.O.bracken_num	DC10_S2.O.bracken_frac	DC11_S3.O.bracken_num	DC11_S3.O.bracken_frac	DC17_S4.O.bracken_num	DC17_S4.O.bracken_frac	DM13_S9.O.bracken_num	DM13_S9.O.bracken_frac	DM14_S10.O.bracken_num	DM14_S10.O.bracken_frac	DM15_S11.O.bracken_num	DM15_S11.O.bracken_frac	DM16_S12.O.bracken_num	DM16_S12.O.bracken_frac	GG01_S14.O.bracken_num	GG01_S14.O.bracken_frac	GH01_S13.O.bracken_num	GH01_S13.O.bracken_frac	GN13_S5.O.bracken_num	GN13_S5.O.bracken_frac	GN15_S6.O.bracken_num	GN15_S6.O.bracken_frac	GN18_S7.O.bracken_num	GN18_S7.O.bracken_frac	GN19_S8.O.bracken_num	GN19_S8.O.bracken_frac	NEG_S33.O.bracken_num	NEG_S33.O.bracken_frac	OC01_S15.O.bracken_num	OC01_S15.O.bracken_frac
Copelata	2507557	O	2173	0.00034	555	0.00008	719	0.00007	705	0.00006	764	0.00007	664	0.00007	685	0.00007	828	0.00008	1246	0.00014	593	0.00006	812	0.00008	532	0.00010	667	0.00007	742	0.00008	431	0.00007	760	0.00008	1678	0.00016	825	0.00007	367	0.00003	699	0.00006	563	0.00005	398	0.00007	738	0.00008	652	0.00008	443	0.00005	425	0.00006	445	0.00004	508	0.00007	612	0.00006	621	0.00006	394	0.00004	0	0.00000	459	0.00006
Piciformes	9219	O	192	0.00003	219	0.00003	269	0.00003	286	0.00003	343	0.00003	238	0.00002	289	0.00003	420	0.00004	274	0.00003	221	0.00002	253	0.00002	257	0.00005	182	0.00002	429	0.00004	162	0.00003	501	0.00005	990	0.00009	221	0.00002	141	0.00001	362	0.00003	303	0.00003	190	0.00003	112	0.00001	205	0.00002	108	0.00001	677	0.00010	456	0.00004	347	0.00005	152	0.00001	222	0.00002	101	0.00001	0	0.00000	244	0.00003
Chondrillida	1779149	O	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	47	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Erysiphales	5120	O	698	0.00011	606	0.00009	665	0.00007	823	0.00007	963	0.00009	743	0.00007	726	0.00008	5385	0.00054	557	0.00006	736	0.00008	843	0.00008	1879	0.00034	1653	0.00018	910	0.00009	948	0.00016	877	0.00009	1335	0.00012	1201	0.00010	538	0.00005	1031	0.00008	667	0.00006	549	0.00010	1277	0.00013	827	0.00010	1233	0.00013	406	0.00006	1081	0.00009	651	0.00009	605	0.00006	1214	0.00011	920	0.00010	0	0.00000	2447	0.00032
Conexivisphaerales	2798275	O	0	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00000	14	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	118	0.00001	0	0.00000	55	0.00001	738	0.00007	0	0.00000	0	0.00000	37	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00000	0	0.00000	0	0.00000	0	0.00000
Synurales	420622	O	0	0.00000	0	0.00000	0	0.00000	18	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	55	0.00000	0	0.00000	56	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	66	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	33	0.00000
Cornales	41934	O	407	0.00006	404	0.00006	491	0.00005	296	0.00003	264	0.00002	225	0.00002	183	0.00002	437	0.00004	227	0.00003	324	0.00003	859	0.00008	167	0.00003	359	0.00004	331	0.00003	361	0.00006	307	0.00003	1808	0.00017	495	0.00004	37	0.00000	646	0.00005	108	0.00001	162	0.00003	76	0.00001	167	0.00002	82	0.00001	351	0.00005	182	0.00002	95	0.00001	63	0.00001	210	0.00002	271	0.00003	0	0.00000	377	0.00005
Scutigeromorpha	41360	O	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	160	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Glaucocystales	38255	O	24	0.00000	47	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Miltoncostaeales	2843198	O	13	0.00000	39	0.00001	80	0.00001	56	0.00001	161	0.00001	28	0.00000	28	0.00000	16	0.00000	43	0.00000	24	0.00000	30	0.00000	52	0.00001	127	0.00001	1276	0.00013	92	0.00002	350	0.00004	640	0.00006	761	0.00007	507	0.00005	4107	0.00033	6055	0.00057	5260	0.00095	2005	0.00021	3253	0.00038	1697	0.00018	2695	0.00038	1418	0.00012	83	0.00001	168	0.00002	6276	0.00057	1883	0.00020	0	0.00000	22	0.00000
Dixoniellales	1292367	O	0	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000	0	0.00000	11	0.00000	149	0.00002	0	0.00000	29	0.00000	26	0.00000	23	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	50	0.00001	0	0.00000	22	0.00000	0	0.00000	0	0.00000	0	0.00000	15	0.00000	14	0.00000	0	0.00000	0	0.00000	0	0.00000
Campylobacterales	213849	O	3400	0.00053	3454	0.00052	3655	0.00037	3907	0.00036	5802	0.00052	4991	0.00050	5035	0.00053	4453	0.00045	5330	0.00062	5743	0.00062	5266	0.00051	2105	0.00038	5139	0.00057	40626	0.00419	18429	0.00314	46608	0.00475	50419	0.00466	38852	0.00336	152072	0.01358	130311	0.01047	66371	0.00625	13018	0.00236	20753	0.00215	11429	0.00134	11224	0.00119	21757	0.00310	9042	0.00076	3629	0.00049	18093	0.00178	14161	0.00129	6759	0.00072	0	0.00000	3207	0.00042
Lefavirales	2840070	O	195	0.00003	302	0.00005	195	0.00002	101	0.00001	268	0.00002	135	0.00001	322	0.00003	257	0.00003	104	0.00001	240	0.00003	171	0.00002	116	0.00002	178	0.00002	389	0.00004	206	0.00004	100	0.00001	285	0.00003	261	0.00002	550	0.00005	327	0.00003	301	0.00003	176	0.00003	132	0.00001	198	0.00002	329	0.00003	66	0.00001	87	0.00001	92	0.00001	182	0.00002	167	0.00002	195	0.00002	0	0.00000	187	0.00002
Opalinata	42740	O	212	0.00003	221	0.00003	324	0.00003	186	0.00002	168	0.00002	211	0.00002	146	0.00002	169	0.00002	145	0.00002	145	0.00002	254	0.00002	77	0.00001	126	0.00001	862	0.00009	111	0.00002	328	0.00003	711	0.00007	230	0.00002	94	0.00001	328	0.00003	158	0.00001	88	0.00002	372	0.00004	190	0.00002	153	0.00002	89	0.00001	444	0.00004	144	0.00002	1281	0.00013	357	0.00003	245	0.00003	0	0.00000	129	0.00002
Anthoathecata	406427	O	391	0.00006	368	0.00005	336	0.00003	434	0.00004	590	0.00005	609	0.00006	570	0.00006	524	0.00005	571	0.00007	791	0.00009	724	0.00007	313	0.00006	2110	0.00023	910	0.00009	1320	0.00023	1552	0.00016	1522	0.00014	694	0.00006	230	0.00002	619	0.00005	459	0.00004	261	0.00005	825	0.00009	570	0.00007	461	0.00005	1127	0.00016	619	0.00005	495	0.00007	888	0.00009	928	0.00008	682	0.00007	0	0.00000	497	0.00007
Thalassiosirales	33847	O	318	0.00005	525	0.00008	783	0.00008	3822	0.00035	410	0.00004	165	0.00002	348	0.00004	356	0.00004	316	0.00004	258	0.00003	573	0.00006	545	0.00010	577	0.00006	816	0.00008	263	0.00004	692	0.00007	1231	0.00011	468	0.00004	56	0.00000	1476	0.00012	311	0.00003	107	0.00002	1665	0.00017	443	0.00005	374	0.00004	83	0.00001	193	0.00002	160	0.00002	163	0.00002	213	0.00002	328	0.00003	0	0.00000	457	0.00006
Lamniformes	30496	O	569	0.00009	581	0.00009	745	0.00008	852	0.00008	831	0.00007	655	0.00007	682	0.00007	843	0.00008	710	0.00008	623	0.00007	588	0.00006	431	0.00008	3474	0.00038	470	0.00005	2107	0.00036	828	0.00008	409	0.00004	952	0.00008	318	0.00003	818	0.00007	680	0.00006	469	0.00008	239	0.00002	206	0.00002	306	0.00003	925	0.00013	1536	0.00013	1572	0.00021	752	0.00007	990	0.00009	744	0.00008	0	0.00000	611	0.00008
Picocystales	2692250	O	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	62	0.00001	0	0.00000	0	0.00000	120	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Sordariales	5139	O	1582	0.00025	1247	0.00019	2583	0.00026	2010	0.00018	2986	0.00027	2703	0.00027	2625	0.00028	2397	0.00024	1861	0.00022	2423	0.00026	2399	0.00023	1284	0.00023	2044	0.00023	1346	0.00014	1271	0.00022	1377	0.00014	1226	0.00011	2414	0.00021	946	0.00008	2039	0.00016	2142	0.00020	1426	0.00026	1207	0.00012	1088	0.00013	1428	0.00015	7307	0.00104	1609	0.00014	1375	0.00018	1257	0.00012	1906	0.00017	1783	0.00019	0	0.00000	2189	0.00029
Streptomycetales	85011	O	8919	0.00139	9404	0.00140	9037	0.00091	12397	0.00113	13441	0.00121	8408	0.00084	8218	0.00087	11643	0.00117	10019	0.00116	9409	0.00101	9210	0.00089	11253	0.00206	24646	0.00273	50007	0.00516	13690	0.00233	23069	0.00235	44955	0.00415	44353	0.00383	18795	0.00168	144008	0.01157	100521	0.00946	73169	0.01325	133878	0.01385	66592	0.00778	130674	0.01388	39480	0.00562	34832	0.00292	12770	0.00172	68727	0.00676	120675	0.01097	184005	0.01960	0	0.00000	11961	0.00158
Methanocellales	570264	O	30	0.00000	25	0.00000	33	0.00000	54	0.00000	24	0.00000	19	0.00000	113	0.00001	35	0.00000	30	0.00000	29	0.00000	31	0.00000	26	0.00000	28	0.00000	95	0.00001	57	0.00001	39	0.00000	103	0.00001	61	0.00001	0	0.00000	104	0.00001	58	0.00001	37	0.00001	78	0.00001	53	0.00001	65	0.00001	20	0.00000	29	0.00000	28	0.00000	63	0.00001	116	0.00001	807	0.00009	0	0.00000	20	0.00000
Trochida	2315720	O	20215	0.00316	20486	0.00306	31927	0.00323	35378	0.00322	35146	0.00316	30270	0.00301	29661	0.00315	31083	0.00312	36912	0.00429	27530	0.00296	32382	0.00314	17209	0.00315	30241	0.00335	33796	0.00349	19501	0.00332	36757	0.00375	44126	0.00408	34821	0.00301	11070	0.00099	27913	0.00224	21913	0.00206	13938	0.00252	22496	0.00233	16890	0.00197	16000	0.00170	26151	0.00373	30503	0.00256	30538	0.00410	26523	0.00261	31999	0.00291	13137	0.00140	0	0.00000	26403	0.00349
