name	taxonomy_id	taxonomy_lvl	119_S24.C.bracken_num	119_S24.C.bracken_frac	120_S25.C.bracken_num	120_S25.C.bracken_frac	140_S26.C.bracken_num	140_S26.C.bracken_frac	147_S27.C.bracken_num	147_S27.C.bracken_frac	177_S28.C.bracken_num	177_S28.C.bracken_frac	178_S29.C.bracken_num	178_S29.C.bracken_frac	179_S31.C.bracken_num	179_S31.C.bracken_frac	209_S30.C.bracken_num	209_S30.C.bracken_frac	214_S32.C.bracken_num	214_S32.C.bracken_frac	82_S21.C.bracken_num	82_S21.C.bracken_frac	88_S22.C.bracken_num	88_S22.C.bracken_frac	99_S23.C.bracken_num	99_S23.C.bracken_frac	BLB_S18.C.bracken_num	BLB_S18.C.bracken_frac	BLB_WG4.C.bracken_num	BLB_WG4.C.bracken_frac	BLR_S17.C.bracken_num	BLR_S17.C.bracken_frac	BLR_WG4.C.bracken_num	BLR_WG4.C.bracken_frac	BLS_S16.C.bracken_num	BLS_S16.C.bracken_frac	DC06_S1.C.bracken_num	DC06_S1.C.bracken_frac	DC10_S2.C.bracken_num	DC10_S2.C.bracken_frac	DC11_S3.C.bracken_num	DC11_S3.C.bracken_frac	DC17_S4.C.bracken_num	DC17_S4.C.bracken_frac	DM13_S9.C.bracken_num	DM13_S9.C.bracken_frac	DM14_S10.C.bracken_num	DM14_S10.C.bracken_frac	DM15_S11.C.bracken_num	DM15_S11.C.bracken_frac	DM16_S12.C.bracken_num	DM16_S12.C.bracken_frac	GG01_S14.C.bracken_num	GG01_S14.C.bracken_frac	GH01_S13.C.bracken_num	GH01_S13.C.bracken_frac	GN13_S5.C.bracken_num	GN13_S5.C.bracken_frac	GN15_S6.C.bracken_num	GN15_S6.C.bracken_frac	GN18_S7.C.bracken_num	GN18_S7.C.bracken_frac	GN19_S8.C.bracken_num	GN19_S8.C.bracken_frac	NEG_S33.C.bracken_num	NEG_S33.C.bracken_frac	OC01_S15.C.bracken_num	OC01_S15.C.bracken_frac
Fimbriimonadia	1663419	C	11	0.00000	38	0.00001	18	0.00000	47	0.00000	92	0.00001	107	0.00001	69	0.00001	99	0.00001	28	0.00000	26	0.00000	83	0.00001	35	0.00001	58	0.00001	64	0.00001	36	0.00001	43	0.00000	78	0.00001	238	0.00002	43	0.00000	239	0.00002	186	0.00002	192	0.00003	194	0.00002	441	0.00005	523	0.00006	269	0.00004	68	0.00001	36	0.00000	44	0.00000	159	0.00001	195	0.00002	0	0.00000	44	0.00001
Laserviricetes	2732010	C	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	753	0.00014	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	800	0.00008	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Resentoviricetes	2732459	C	67	0.00001	69	0.00001	103	0.00001	118	0.00001	149	0.00001	104	0.00001	127	0.00001	137	0.00001	81	0.00001	119	0.00001	108	0.00001	66	0.00001	146	0.00002	370	0.00004	84	0.00001	272	0.00003	257	0.00002	202	0.00002	51	0.00000	166	0.00001	149	0.00001	77	0.00001	110	0.00001	128	0.00001	62	0.00001	248	0.00004	295	0.00002	158	0.00002	168	0.00002	118	0.00001	65	0.00001	0	0.00000	82	0.00001
Naldaviricetes	2840056	C	195	0.00003	302	0.00005	195	0.00002	101	0.00001	268	0.00002	135	0.00001	322	0.00003	257	0.00003	105	0.00001	240	0.00003	171	0.00002	116	0.00002	178	0.00002	389	0.00004	206	0.00004	100	0.00001	285	0.00003	261	0.00002	548	0.00005	327	0.00003	301	0.00003	176	0.00003	132	0.00001	198	0.00002	329	0.00003	65	0.00001	87	0.00001	92	0.00001	182	0.00002	167	0.00002	195	0.00002	0	0.00000	187	0.00002
Jungermanniopsida	186771	C	119	0.00002	166	0.00002	206	0.00002	187	0.00002	139	0.00001	102	0.00001	142	0.00002	125	0.00001	916	0.00011	174	0.00002	175	0.00002	85	0.00002	61	0.00001	238	0.00002	78	0.00001	157	0.00002	206	0.00002	194	0.00002	54	0.00000	252	0.00002	93	0.00001	42	0.00001	109	0.00001	132	0.00002	94	0.00001	153	0.00002	174	0.00001	77	0.00001	258	0.00003	73	0.00001	63	0.00001	0	0.00000	572	0.00008
Caudoviricetes	2731619	C	4316	0.00067	4498	0.00067	47487	0.00480	57163	0.00520	8627	0.00078	6780	0.00067	7232	0.00077	7562	0.00076	9250	0.00107	40660	0.00437	18866	0.00183	4925	0.00090	9402	0.00104	24602	0.00254	7259	0.00124	22873	0.00233	32295	0.00298	31803	0.00275	8613	0.00077	35722	0.00287	14896	0.00140	5889	0.00107	20851	0.00216	49525	0.00579	20625	0.00219	23840	0.00340	18742	0.00157	6676	0.00090	21727	0.00214	23217	0.00211	26647	0.00284	0	0.00000	5148	0.00068
Fibrobacteria	204430	C	33	0.00001	0	0.00000	0	0.00000	42	0.00000	67	0.00001	0	0.00000	31	0.00000	0	0.00000	0	0.00000	54	0.00001	54	0.00001	0	0.00000	134	0.00001	266697	0.02753	128	0.00002	73	0.00001	245	0.00002	301	0.00003	14110	0.00126	762	0.00006	143	0.00001	127	0.00002	255779	0.02645	365	0.00004	434	0.00005	189575	0.02700	57751	0.00484	35	0.00000	108521	0.01067	727	0.00007	690	0.00007	0	0.00000	0	0.00000
Aconoidasida	422676	C	9533	0.00149	9842	0.00147	15068	0.00152	16461	0.00150	17775	0.00160	15483	0.00154	15081	0.00160	12466	0.00125	11789	0.00137	11757	0.00126	16105	0.00156	6790	0.00124	12050	0.00133	21754	0.00225	8220	0.00140	23430	0.00239	27291	0.00252	15968	0.00138	5117	0.00046	14936	0.00120	9293	0.00087	4962	0.00090	12710	0.00131	8455	0.00099	8553	0.00091	18228	0.00260	9706	0.00081	9464	0.00127	14670	0.00144	16481	0.00150	6399	0.00068	0	0.00000	10521	0.00139
Charophyceae	304574	C	0	0.00000	0	0.00000	0	0.00000	23	0.00000	25	0.00000	50	0.00000	49	0.00001	57	0.00001	203	0.00002	0	0.00000	22	0.00000	43	0.00001	32	0.00000	325	0.00003	0	0.00000	0	0.00000	26	0.00000	43	0.00000	0	0.00000	0	0.00000	37	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	19	0.00000	29	0.00000	32	0.00000	27	0.00000	0	0.00000	26	0.00000
Nitrososphaeria	1643678	C	73	0.00001	83	0.00001	1033	0.00010	952	0.00009	632	0.00006	532	0.00005	369	0.00004	374	0.00004	383	0.00004	227	0.00002	475	0.00005	224	0.00004	614	0.00007	1059	0.00011	495	0.00008	531	0.00005	1218	0.00011	956	0.00008	251	0.00002	2819	0.00023	590	0.00006	327	0.00006	438	0.00005	362	0.00004	343	0.00004	982	0.00014	283	0.00002	157	0.00002	477	0.00005	1588	0.00014	409	0.00004	0	0.00000	275	0.00004
Halobacteria	183963	C	1799	0.00028	1844	0.00028	1544	0.00016	1669	0.00015	1948	0.00018	1722	0.00017	1661	0.00018	1929	0.00019	1326	0.00015	1417	0.00015	1527	0.00015	4678	0.00085	2521	0.00028	3307	0.00034	1683	0.00029	2003	0.00020	2514	0.00023	3736	0.00032	1648	0.00015	8018	0.00064	6288	0.00059	3498	0.00063	7320	0.00076	4525	0.00053	7085	0.00075	2479	0.00035	3097	0.00026	1799	0.00024	4054	0.00040	6934	0.00063	7644	0.00081	0	0.00000	1333	0.00018
Chlorokybophyceae	131213	C	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	58	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Miaviricetes	2732500	C	0	0.00000	0	0.00000	17	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	18	0.00000	0	0.00000	16	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Rhabditophora	147100	C	107	0.00002	231	0.00003	246	0.00002	335	0.00003	238	0.00002	142	0.00001	249	0.00003	308	0.00003	754	0.00009	264	0.00003	183	0.00002	115	0.00002	133	0.00001	370	0.00004	175	0.00003	329	0.00003	304	0.00003	326	0.00003	92	0.00001	344	0.00003	251	0.00002	118	0.00002	103	0.00001	113	0.00001	89	0.00001	128	0.00002	361	0.00003	248	0.00003	151	0.00001	419	0.00004	60	0.00001	0	0.00000	231	0.00003
Armophorea	658449	C	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	55	0.00001	0	0.00000	21	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	27	0.00000	0	0.00000	0	0.00000	0	0.00000
Entomophthoromycetes	1399770	C	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	6011	0.00060	0	0.00000	0	0.00000	192	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	5219	0.00048	13	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Phylactolaemata	34517	C	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1114	0.00020	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Mortierellomycetes	2212732	C	276	0.00004	144	0.00002	208	0.00002	235	0.00002	625	0.00006	265	0.00003	267	0.00003	255	0.00003	1435	0.00017	161	0.00002	312	0.00003	106	0.00002	279	0.00003	489	0.00005	177	0.00003	255	0.00003	519	0.00005	927	0.00008	69	0.00001	1164	0.00009	208	0.00002	181	0.00003	361	0.00004	158	0.00002	230	0.00002	859	0.00012	245	0.00002	244	0.00003	167	0.00002	234	0.00002	462	0.00005	0	0.00000	800	0.00011
Flasuviricetes	2732462	C	108	0.00002	114	0.00002	265	0.00003	280	0.00003	77	0.00001	56	0.00001	68	0.00001	126	0.00001	142	0.00002	100	0.00001	80	0.00001	92	0.00002	160	0.00002	201	0.00002	97	0.00002	250	0.00003	258	0.00002	111	0.00001	62	0.00001	121	0.00001	105	0.00001	63	0.00001	144	0.00001	90	0.00001	151	0.00002	127	0.00002	139	0.00001	191	0.00003	185	0.00002	179	0.00002	91	0.00001	0	0.00000	438	0.00006
Thermotogae	188708	C	731	0.00011	215	0.00003	349	0.00004	366	0.00003	523	0.00005	592	0.00006	458	0.00005	426	0.00004	381	0.00004	640	0.00007	429	0.00004	824	0.00015	435	0.00005	4067	0.00042	1362	0.00023	12341	0.00126	3172	0.00029	1635	0.00014	908	0.00008	3178	0.00026	2125	0.00020	982	0.00018	2362	0.00024	1264	0.00015	1489	0.00016	5389	0.00077	941	0.00008	461	0.00006	2023	0.00020	2004	0.00018	2095	0.00022	0	0.00000	289	0.00004
Echinoidea	7625	C	2122	0.00033	2524	0.00038	3931	0.00040	4180	0.00038	2661	0.00024	2199	0.00022	2098	0.00022	2311	0.00023	2001	0.00023	3042	0.00033	2094	0.00020	3621	0.00066	2143	0.00024	1147	0.00012	1398	0.00024	1634	0.00017	1251	0.00012	2160	0.00019	690	0.00006	1713	0.00014	1535	0.00014	1047	0.00019	2215	0.00023	1572	0.00018	1461	0.00016	869	0.00012	1819	0.00015	1879	0.00025	2266	0.00022	1999	0.00018	804	0.00009	0	0.00000	2690	0.00036
Mucoromycetes	2212703	C	1170	0.00018	1521	0.00023	4550	0.00046	5308	0.00048	890	0.00008	645	0.00006	726	0.00008	1007	0.00010	2047	0.00024	892	0.00010	1337	0.00013	402	0.00007	852	0.00009	2604	0.00027	478	0.00008	3889	0.00040	3897	0.00036	1383	0.00012	427	0.00004	7678	0.00062	942	0.00009	424	0.00008	19585	0.00203	2751	0.00032	1519	0.00016	3430	0.00049	589	0.00005	608	0.00008	4643	0.00046	1557	0.00014	1288	0.00014	0	0.00000	528	0.00007
Gastropoda	6448	C	42923	0.00670	44464	0.00663	62250	0.00630	67835	0.00617	70125	0.00631	59865	0.00595	59673	0.00634	70752	0.00708	70104	0.00813	55529	0.00597	60544	0.00588	38452	0.00703	61182	0.00677	61121	0.00631	39161	0.00667	67154	0.00684	77652	0.00717	63639	0.00550	21155	0.00189	53393	0.00429	40630	0.00382	26021	0.00471	43528	0.00450	31115	0.00364	31311	0.00333	44997	0.00641	53850	0.00452	51725	0.00694	49293	0.00485	56038	0.00509	23789	0.00253	0	0.00000	48295	0.00639
Appendicularia	30302	C	2173	0.00034	554	0.00008	719	0.00007	704	0.00006	764	0.00007	664	0.00007	685	0.00007	827	0.00008	1246	0.00014	593	0.00006	813	0.00008	532	0.00010	667	0.00007	742	0.00008	431	0.00007	760	0.00008	1662	0.00015	824	0.00007	366	0.00003	699	0.00006	563	0.00005	398	0.00007	737	0.00008	649	0.00008	438	0.00005	425	0.00006	445	0.00004	508	0.00007	612	0.00006	621	0.00006	394	0.00004	0	0.00000	458	0.00006
Saprospiria	1937959	C	143	0.00002	160	0.00002	164	0.00002	107	0.00001	190	0.00002	122	0.00001	183	0.00002	120	0.00001	95	0.00001	130	0.00001	467	0.00005	123	0.00002	638	0.00007	20259	0.00209	231	0.00004	4114	0.00042	14041	0.00130	2466	0.00021	419	0.00004	11083	0.00089	1150	0.00011	449	0.00008	2235	0.00023	3141	0.00037	3357	0.00036	1427	0.00020	196	0.00002	277	0.00004	764	0.00008	1286	0.00012	348	0.00004	0	0.00000	49	0.00001
Alphaproteobacteria	28211	C	15958	0.00249	16062	0.00240	27949	0.00283	34712	0.00316	40839	0.00367	32770	0.00326	24439	0.00260	34277	0.00343	23304	0.00270	24870	0.00268	26538	0.00258	26592	0.00486	402853	0.04459	171295	0.01768	61229	0.01044	130310	0.01327	81706	0.00754	491669	0.04246	313590	0.02799	1403473	0.11268	1966784	0.18492	746294	0.13513	1731559	0.17906	802991	0.09383	2171511	0.23068	261663	0.03726	497793	0.04174	32062	0.00430	356566	0.03506	703336	0.06386	1174497	0.12511	17	0.11111	28441	0.00376
Stylonematophyceae	446134	C	19	0.00000	11	0.00000	41	0.00000	770	0.00007	548	0.00005	452	0.00004	462	0.00005	12	0.00000	490	0.00006	21	0.00000	499	0.00005	0	0.00000	88	0.00001	202	0.00002	43	0.00001	116585	0.01188	0	0.00000	47	0.00000	47	0.00000	50	0.00000	70	0.00001	24	0.00000	295	0.00003	54	0.00001	74	0.00001	0	0.00000	12	0.00000	0	0.00000	0	0.00000	1025	0.00009	21	0.00000	0	0.00000	58	0.00001
