Module step	Module	KO id	Module Category	BLB.whokaryote.bac Module step presence	BLBWG4.whokaryote.bac Module step presence	BLR.whokaryote.bac Module step presence	BLRWG4.whokaryote.bac Module step presence	BLS.whokaryote.bac Module step presence	DC06.whokaryote.bac Module step presence	DC10.whokaryote.bac Module step presence	DC11.whokaryote.bac Module step presence	DC17.whokaryote.bac Module step presence	DM13.whokaryote.bac Module step presence	DM14.whokaryote.bac Module step presence	DM15.whokaryote.bac Module step presence	DM16.whokaryote.bac Module step presence	GG01.whokaryote.bac Module step presence	GH01.whokaryote.bac Module step presence	GN13.whokaryote.bac Module step presence	GN15.whokaryote.bac Module step presence	GN18.whokaryote.bac Module step presence	GN19.whokaryote.bac Module step presence	Meg119.whokaryote.bac Module step presence	Meg120.whokaryote.bac Module step presence	Meg140.whokaryote.bac Module step presence	Meg147.whokaryote.bac Module step presence	Meg177.whokaryote.bac Module step presence	Meg178.whokaryote.bac Module step presence	Meg179.whokaryote.bac Module step presence	Meg209.whokaryote.bac Module step presence	Meg214.whokaryote.bac Module step presence	Meg82.whokaryote.bac Module step presence	Meg88.whokaryote.bac Module step presence	Meg99.whokaryote.bac Module step presence	OC01.whokaryote.bac Module step presence
M00014+8	Glucuronate pathway (uronate pathway)	K03331	Other carbohydrate metabolism	Present	Present	Absent	Absent	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Present	Present	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00014+9	Glucuronate pathway (uronate pathway)	(K05351,K00008)	Other carbohydrate metabolism	Absent	Absent	Present	Absent	Absent	Present	Absent	Present	Absent	Absent	Present	Present	Present	Absent	Present	Absent	Absent	Present	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00015+1	Proline biosynthesis, glutamate => proline	((K00931	Arginine and proline metabolism	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Present	Absent	Absent	Present	Absent	Absent	Absent	Absent
M00015+2	Proline biosynthesis, glutamate => proline	K00147),K12657)	Arginine and proline metabolism	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Present	Absent	Absent	Present	Absent	Present	Absent	Absent
M00015+3	Proline biosynthesis, glutamate => proline	K00286	Arginine and proline metabolism	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Present	Absent	Present	Present	Absent	Present	Absent	Absent
M00016+1	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine	(K00928,K12524,K12525,K12526)	Lysine metabolism	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Present	Absent	Absent	Present	Absent	Present	Absent	Absent
M00016+2	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine	K00133	Lysine metabolism	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Present	Present	Present	Present	Absent	Present	Present	Absent
M00016+3	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine	K01714	Lysine metabolism	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Present	Present	Absent	Present	Absent	Present	Absent	Absent
M00016+4	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine	K00215	Lysine metabolism	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Present	Present	Present	Present	Absent	Present	Absent	Absent
M00016+5	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine	K00674	Lysine metabolism	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Present	Present	Present	Present	Absent	Present	Present	Absent
M00016+6	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine	(K00821,K14267)	Lysine metabolism	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Present	Absent	Present	Present	Absent	Absent	Absent	Absent
M00016+7	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine	K01439	Lysine metabolism	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Present	Present	Absent	Present	Absent	Absent	Absent	Absent
M00016+8	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine	K01778	Lysine metabolism	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Present	Absent	Present	Present	Absent	Present	Present	Absent
M00016+9	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine	(K01586,K12526)	Lysine metabolism	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Present	Present	Present	Present	Absent	Present	Absent	Absent
M00017+1	Methionine biosynthesis, aspartate => homoserine => methionine	(K00928,K12524,K12525)	Cysteine and methionine metabolism	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Present	Absent	Absent	Present	Absent	Present	Absent	Absent
M00017+2	Methionine biosynthesis, aspartate => homoserine => methionine	K00133	Cysteine and methionine metabolism	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Present	Present	Present	Present	Absent	Present	Present	Absent
M00017+3	Methionine biosynthesis, aspartate => homoserine => methionine	(K00003,K12524,K12525)	Cysteine and methionine metabolism	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Present	Present	Absent	Present	Absent	Present	Absent	Absent
M00017+4	Methionine biosynthesis, aspartate => homoserine => methionine	(K00651,K00641)	Cysteine and methionine metabolism	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Present	Absent	Present	Present	Absent	Present	Absent	Absent
M00017+5	Methionine biosynthesis, aspartate => homoserine => methionine	K01739	Cysteine and methionine metabolism	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent
M00017+6	Methionine biosynthesis, aspartate => homoserine => methionine	(K01760,K14155)	Cysteine and methionine metabolism	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Present	Absent	Absent	Present	Absent	Present	Absent	Absent
M00017+7	Methionine biosynthesis, aspartate => homoserine => methionine	(K00548,K24042,K00549)	Cysteine and methionine metabolism	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Present	Absent	Present	Present	Absent	Present	Absent	Absent
M00018+1	Threonine biosynthesis, aspartate => homoserine => threonine	(K00928,K12524,K12525,K12526)	Serine and threonine metabolism	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Present	Absent	Absent	Present	Absent	Present	Absent	Absent
M00018+2	Threonine biosynthesis, aspartate => homoserine => threonine	K00133	Serine and threonine metabolism	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Present	Present	Present	Present	Absent	Present	Present	Absent
M00018+3	Threonine biosynthesis, aspartate => homoserine => threonine	(K00003,K12524,K12525)	Serine and threonine metabolism	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Present	Present	Absent	Present	Absent	Present	Absent	Absent
M00018+4	Threonine biosynthesis, aspartate => homoserine => threonine	(K00872,K02204,K02203)	Serine and threonine metabolism	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Present	Present	Absent	Present	Absent	Present	Absent	Absent
M00018+5	Threonine biosynthesis, aspartate => homoserine => threonine	K01733	Serine and threonine metabolism	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Present	Absent	Absent	Present	Absent	Present	Absent	Absent
M00019+1	Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine	K01652+(K01653,K11258)	Branched-chain amino acid metabolism	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Present	Absent	Present	Present	Absent	Present	Present	Absent
M00019+2	Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine	K00053	Branched-chain amino acid metabolism	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Present	Present	Present	Present	Absent	Present	Present	Absent
M00019+3	Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine	K01687	Branched-chain amino acid metabolism	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Present	Present	Present	Present	Absent	Present	Absent	Absent
M00019+4	Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine	K00826	Branched-chain amino acid metabolism	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Present	Present	Absent	Absent	Absent	Present	Absent	Absent
M00020+1	Serine biosynthesis, glycerate-3P => serine	K00058	Serine and threonine metabolism	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Present	Absent	Absent	Present	Absent	Present	Present	Absent
M00020+2	Serine biosynthesis, glycerate-3P => serine	K00831	Serine and threonine metabolism	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Present	Present	Present	Present	Absent	Present	Present	Absent
M00020+3	Serine biosynthesis, glycerate-3P => serine	(K01079,K02203,K22305,K25528)	Serine and threonine metabolism	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Present	Present	Absent	Present	Absent	Present	Absent	Absent
M00021+1	Cysteine biosynthesis, serine => cysteine	(K00640,K23304)	Cysteine and methionine metabolism	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent
M00021+2	Cysteine biosynthesis, serine => cysteine	(K01738,K13034,K17069)	Cysteine and methionine metabolism	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent
M00022+1	Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate	(K01626,K03856,K13853)	Aromatic amino acid metabolism	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Present	Absent	Absent	Present	Absent	Present	Present	Absent
M00022+2	Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate	(((K01735,K13829)	Aromatic amino acid metabolism	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Present	Present	Present	Absent	Present	Absent	Present	Absent	Absent
M00022+3	Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate	((K03785,K03786)	Aromatic amino acid metabolism	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Present	Present	Present	Present	Absent	Present	Absent	Absent
M00022+4	Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate	K00014,K13832)),K13830)	Aromatic amino acid metabolism	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Present	Absent	Present	Present	Absent	Present	Absent	Absent
M00022+5	Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate	((K00891,K13829)	Aromatic amino acid metabolism	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Present	Present	Present	Present	Absent	Present	Absent	Absent
M00022+6	Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate	(K00800,K24018),K13830)	Aromatic amino acid metabolism	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Present	Present	Absent	Present	Absent	Present	Absent	Absent
M00022+7	Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate	K01736	Aromatic amino acid metabolism	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Present	Present	Present	Present	Absent	Present	Absent	Absent
M00023+1	Tryptophan biosynthesis, chorismate => tryptophan	(((K01657+K01658,K13503,K13501,K01656)	Aromatic amino acid metabolism	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Present	Absent	Present	Present	Absent	Present	Absent	Absent
M00023+2	Tryptophan biosynthesis, chorismate => tryptophan	K00766),K13497)	Aromatic amino acid metabolism	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Present	Absent	Absent	Present	Absent	Present	Absent	Absent
